2010/10/3,Bulls,,Carlos Boozer,fractured bone in right pinky finger (out indefinitely)
2013/11/11,Lakers,,Steve Nash,nerve irritation in back (out indefinitely)
2013/11/21,Clippers,,Matt Barnes,surgery on left eye to repair torn retina (out indefinitely)
2013/11/23,Bulls,,Derrick Rose,torn meniscus in right knee (out for season)
2013/11/23,Grizzlies,,Marc Gasol,sprained MCL in left knee (out indefinitely)
2013/11/25,Bulls,,Derrick Rose,surgery on right knee to repair torn meniscus (out for season)
2013/11/30,Jazz,,Andris Biedrins,sprained left ankle (out indefinitely)
2013/12/1,Pelicans,,Anthony Davis,fractured left hand (out indefinitely)
2013/12/2,Lakers,,Jordan Farmar,torn left hamstring (out indefinitely)
2013/12/4,Bobcats,,Michael Kidd-Gilchrist,fractured left hand (out indefinitely)
2013/12/9,Bucks,,Zaur Pachulia / Zaza Pachulia,fractured right foot (out indefinitely)
2013/12/9,Pelicans,,Tyreke Evans,sprained left ankle (out indefinitely)
2013/12/12,Lakers,,Steve Blake,torn ligament in right elbow (out indefinitely)
2013/12/13,Warriors,,Jermaine O'Neal,arthroscopic surgery on right wrist to repair torn ligament (out indefinitely)
2013/12/14,Bucks,,Carlos Delfino,surgery on right foot (out for season)
2013/12/16,Knicks,,Pablo Prigioni,fractured right toe (out indefinitely)
2013/12/18,Wizards,,Glen Rice Jr.,surgery on fractured right wrist
2013/12/19,Lakers,,Kobe Bryant,fractured left tibia (out for season)
2013/12/21,Nets,,Brook Lopez,fractured right foot (out for season)
2013/12/21,Rockets,,Patrick Beverley,fractured right hand (out indefinitely)
2013/12/27,Hawks,,Al Horford,torn right pectoral muscle (out for season)
2013/12/27,Thunder,,Russell Westbrook,arthroscopic surgery on right knee (out indefinitely)
2013/12/30,Lakers,,Xavier Henry,right knee injury (out indefinitely)
2013/12/31,Hawks,,Al Horford,surgery to repair torn pectoracl muscle (out for season)
2014/1/3,Clippers,,Chris Paul,separated right shoulder (out indefinitely)
2014/1/4,Nets,,Brook Lopez,surgery on right foot to repair fracture (out for season)
2014/1/10,Suns,,Eric Bledsoe,arthroscopic surgery on right knee to repair meniscus cartilage
2014/1/17,Mavericks,,Gal Mekel,arthroscopic surgery on right knee to repair torn lateral meniscus (out indefinitely)
2014/1/21,Nuggets,,Danilo Gallinari,surgery on left knee to reconstruct ACL (out for season)
2014/1/22,Celtics,,Avery Bradley,sprained right ankle (out indefinitely)
2014/1/22,Raptors,,Landry Fields,surgery on right wrist (out indefinitely)
2014/1/22,Spurs,,Kawhi Leonard,fractured right hand (out indefinitely)
2014/1/23,Hawks,,Pero Antic,stress fracture in right ankle (out indefinitely)
2014/1/23,Knicks,,Andrea Bargnani,torn ligament in left elbow (out for season)
2014/1/26,Bucks,,Carlos Delfino,surgery on right foot (out for season) (CBC)
2014/1/28,Timberwolves,,Nikola Pekovic,bursitis in right ankle (out indefinitely)
2014/1/31,Nuggets,,Nate Robinson,torn ACL in left knee (out indefinitely)
2014/1/31,Nuggets,,Nate Robinson,surgery on left knee to repair torn ACL (out indefinitely)
2014/2/3,Hawks,,John Jenkins,back injury (out for season)
2014/2/3,Hawks,,John Jenkins,surgery on lower back (out for season)
2014/2/6,Lakers,,Nick Young,fractured patella in left knee (out indefinitely)
2014/2/9,Nuggets,,Ty Lawson,fractured left rib (out indefinitely)
2014/2/15,Bucks,,Larry Sanders,surgery to repair fractured orbital bone (out indefinitely)
2014/2/19,Pistons,,Chauncey Billups,arthroscopic surgery on left knee (out for season)
2014/2/20,Nuggets,,JaVale McGee,surgery on left tibia to repair stress fracture (out for season)
2014/2/20,Timberwolves,,Ronny Turiaf,bruised right knee (out indefinitely)
2014/2/24,Wizards,,Nene / Nene Hilario / Maybyner Hilario,sprained MCL in right knee (P) / left knee injury (CBC) (out indefinitely)
2014/2/28,Cavaliers,,Anthony Bennett,sprained left ankle / right knee injury
2014/2/28,Celtics,,Gerald Wallace,torn meniscus in left knee (out indefinitely)
2014/2/28,Hawks,,Gustavo Ayon,surgery on right shoulder (out for season)
2014/2/28,Pelicans,,Jrue Holiday,surgery on right tibia to repair stress fracture (out for season)
2014/2/28,Rockets,,Greg Smith (a),surgery on right knee (out indefinitely)
2014/3/4,Celtics,,Gerald Wallace,"arthroscopic surgery on left knee to repair torn meniscus, and ankle (out indefinitely)"
2014/3/5,Suns,,Leandro Barbosa,fractured left hand (out for season)
2014/3/10,Cavaliers,,Anthony Bennett,strained left knee (out indefinitely)
2014/3/17,Cavaliers,,Kyrie Irving,strained left bicep (out indefinitely)
2014/3/20,Kings,,Carl Landry,arthroscopic surgery on right knee to repair torn medial menuscus (out for season)
2014/3/22,Bucks,,Nate Wolters,fractured left hand (out indefinitely)
2014/3/22,Lakers,,Xavier Henry,torn ligament in left wrist (out indefinitely)
2014/3/22,Nuggets,,J.J. Hickson,torn ACL in right knee (out indefinitely)
2014/3/25,Nuggets,,J.J. Hickson,surgery on right knee to repair torn ACL (out indefinitely)
2014/4/7,Lakers,,Kent Bazemore,right foot injury (out indefinitely)
2014/4/8,Pelicans,,Ryan Anderson,surgery on neck to repair herniated disc (out for season) (date approximate)
2014/4/11,Lakers,,Xavier Henry,surgery on left wrist and right knee (out indefinitely)
2014/4/15,Nuggets,,Danilo Gallinari,torn ACL in left knee (out for season)
2014/4/16,Lakers,,Kent Bazemore,surgery on right foot to repair torn tendon
2014/4/30,Bobcats,,Josh McRoberts,surgery on left big toe to remove bone spurs (out indefinitely)
2014/5/2,Bulls,,Joakim Noah,arthroscopic surgery on left knee (out indefinitely)
2014/5/6,76ers,,Michael Carter-Williams,surgery on right shoulder to repair torn labrum (out indefinitely)
2014/5/13,Cavaliers,,Anthony Bennett,surgery for removal of tonsils and adnoids (out indefinitely)
2014/5/15,Pelicans,,Tyreke Evans,arthroscopic surgery on right knee to remove scar tissue (out indefinitely)
2014/5/16,Thunder,,Serge Ibaka,left calf injury (out indefinitely)
2014/5/24,Bobcats,,Gerald Henderson (b),arthroscopic surgery on right wrist to remove scar tissue (out indefinitely)
2014/5/27,Nets,,Deron Williams,surgery on left ankle to remove bone spurs and right ankle to remove loose bone fragment (out indefinitely)
2014/6/28,Wizards,,Martell Webster,microdisectomy surgery on lower back to repair herniated disc (out indefinitely)
2014/7/1,Spurs,,Patrick Mills / Patty Mills,right shoulder injury (surgery) (out indefinitely)
2014/7/2,Spurs,,Emanuel Ginobili / Manu Ginobili,stress fracture in right leg (out indefinitely)
2014/7/5,76ers,,Pierre Jackson,right Achilles tendon injury (out indefinitely)
2014/7/14,Thunder,,Perry Jones III,arthroscopic surgery on right knee (out indefinitely)
2014/7/22,Blazers,,Thomas Robinson,surgery on right thumb to repair torn ligament (out indefinitely)
2014/8/1,Pacers,,Paul George,surgery on right leg to repair fractured tibia and fibula (out indefinitely)
2014/8/11,Nets,,Markel Brown,fractured right hand (out indefinitely)
2014/8/15,Suns,,Isaiah Thomas,arthroscopic surgery on left wrist (out indefinitely)
2014/8/15,Warriors,,Shaun Livingston,arthroscopic surgery on right big toe (out indefinitely)
2014/9/2,Hornets,,Noah Vonleh,surgery to repair sports hernia (out indefinitely)
2014/9/26,Celtics,,Rajon Rondo,surgery on fractured left finger (out indefinitely)
2014/9/27,Pelicans,,Tyreke Evans,strained right hamstring (out indefinitely)
2014/9/29,Heat,,Justin Hamilton (b),surgery to repair atrial flutter (out indefinitely)
2014/10/6,Lakers,,Nick Young,surgery on right thumb to repair torn ligament (out indefinitely)
2014/10/7,Suns,,Alex Len,fractured right pinky finger (out indefinitely)
2014/10/9,Thunder,,Mitch McGary,fractured left foot (out indefinitely)
2014/10/11,Wizards,,Bradley Beal,surgery on left wrist to repair fracture (out indefinitely) (date approximate)
2014/10/13,Bucks,,Johnny O'Bryant III,sprained MCL in right knee (out indefinitely)
2014/10/13,Thunder,,Kevin Durant,fractured right toe (out indefinitely)
2014/10/14,Pistons,,Jodie Meeks,stress fracture in lower back (out indefinitely)
2014/10/16,Thunder,,Kevin Durant,surgery on right toe to repair fracture (out indefinitely)
2014/10/23,Lakers,,Steve Nash,back injury (out for season)
2014/10/23,Suns,,T.J. Warren,fractured left thumb (out indefinitely)
2014/10/25,Magic,,Victor Oladipo,surgery to repair facial fracture (out indefinitely)
2014/10/28,Lakers,,Julius Randle,fractured tibia in right leg (out for season)
2014/10/29,Lakers,,Julius Randle,surgery on right leg to repair fractured tibia (out for season)
2014/11/1,Thunder,,Russell Westbrook,surgery on right hand to repair fracture (out indefinitely)
2014/11/8,Celtics,,Rajon Rondo,surgery on left hand to remove screw
2014/11/17,Lakers,,Ryan Kelly,torn right hamstring (out indefinitely)
2014/11/18,Knicks,,Cleanthony Early,right knee injury (out indefinitely)
2014/11/19,Timberwolves,,Ronny Turiaf,hip injury (out for season)
2014/11/25,Timberwolves,,Kevin Martin,surgery on right wrist to repair fracture (out indefinitely)
2014/11/29,Raptors,,DeMar DeRozan,torn tendon in left groin (out indefinitely)
2014/12/7,Pacers,,Ian Mahinmi,torn plantar fascia in left foot (out indefinitely)
2014/12/10,Heat,,Josh McRoberts,torn meniscus in right knee (out for season)
2014/12/13,Bulls,,Doug McDermott,arthroscopic surgery on right knee to repair torn meniscus (out indefinitely)
2014/12/13,Bucks,,Damien Inglis,right ankle injury (out for season)
2014/12/14,Heat,,Chris Bosh,strained left calf (out indefinitely)
2014/12/16,Bucks,,Jabari Parker,torn ACL in left knee (out for season)
2014/12/16,Timberwolves,,Ronny Turiaf,arthroscopic surgery on right hip (out for season)
2014/12/21,Nuggets,,Danilo Gallinari,torn meniscus in right knee (out indefinitely)
2014/12/22,Nuggets,,Danilo Gallinari,surgery on right knee to repair torn meniscus (out indefinitely)
2014/12/23,Heat,,Josh McRoberts,surgery on right knee to repair torn meniscus (out for season)
2014/12/26,Cavaliers,,Anderson Varejao,surgery to repair torn left Achilles tendon (out for season)
2014/12/29,Kings,,Eric Moreland,left shoulder injury (out for season)
2014/12/31,Hornets,,Al Jefferson,strained adductor muscle in left groin (out indefinitely)
2014/12/31,Jazz,,Alec Burks,surgery on left shoulder (out for season)
2015/1/2,Jazz,,Rodney Hood,left heel injury (out indefinitely)
2015/1/3,Jazz,,Enes Kanter,sprained right ankle (out indefinitely)
2015/1/5,Bucks,,Jabari Parker,surgery on left knee to repair torn ACL (out for season)
2015/1/6,Lakers,,Julius Randle,surgery on right foot/leg to replace screw (out for season)
2015/1/8,Nets,,Deron Williams,fractured rib (out indefinitely)
2015/1/17,Bucks,,Kendall Marshall,torn ACL in right knee (out for season)
2015/1/17,Bucks,,Kendall Marshall,surgery on right knee to repair torn ACL (out for season)
2015/1/22,Lakers,,Kobe Bryant,torn rotator cuff in right shoulder (out for season)
2015/1/23,Nets,,Mirza Teletovic,blood clots in lungs (out indefinitely)
2015/1/24,Pistons,,Brandon Jennings,torn left Achilles (out for season)
2015/1/25,Timberwolves,,Robbie Hummel,fractured right hand (out indefinitely)
2015/1/28,Hornets,,Kemba Walker,surgery on left knee to repair torn lateral meniscus (out for season)
2015/1/28,Lakers,,Kobe Bryant,surgery on right shoulder to repair torn rotator cuff (out for season)
2015/2/6,Suns,,Alex Len,sprained right ankle (out indefinitely)
2015/2/8,Clippers,,Blake Griffin,right elbow injury (out indefinitely)
2015/2/9,Clippers,,Blake Griffin,surgery on right elbow to remove staph infection
2015/2/9,Thunder,,Steven Adams,surgery on right finger to repair fracture (out indefinitely)
2015/2/19,Knicks,,Carmelo Anthony,surgery on left knee to repair patellar tendon (out for season)
2015/2/21,Timberwolves,,Shabazz Muhammad,ruptured ligament in left middle finger (out for season)
2015/2/22,Thunder,,Kevin Durant,surgery on right foot (out for season)
2015/2/23,Timberwolves,,Shabazz Muhammad,surgery on left middle finger to repair ruptured ligament (out for season)
2015/2/24,Bulls,,Derrick Rose,torn medial meniscus in right knee (out indefinitely)
2015/2/24,Thunder,,Steve Novak,appendectomy (out indefinitely)
2015/2/25,Lakers,,Nick Young,fractured left kneecap (out for season)
2015/2/25,Lakers,,Ronnie Price,surgery on right elbow to remove bone spurs and chips (out for season)
2015/2/27,Knicks,,Jose Calderon,sore/strained left Achilles (out for season)
2015/2/27,Bulls,,Derrick Rose,surgery on right knee to repair torn medial meniscus (out indefinitely)
2015/3/3,Kings,,Darren Collison,surgery on right hip to repair strained flexor (out for season)
2015/3/6,Blazers,,Wesley Matthews / Wes Matthews Jr.,torn left Achilles tendon (out for season)
2015/3/12,Nets,,Sergey Karasev,"surgery on right knee to repair torn MCL, dislocated patella (out for season) (date approximate)"
2015/3/13,Timberwolves,,Kevin Garnett,sore left knee (out for season)
2015/3/13,Timberwolves,,Nikola Pekovic,sprained right ankle (out for season)
2015/3/17,Thunder,,Serge Ibaka,arthroscopic surgery on right knee (out indefinitely)
2015/3/23,Knicks,,Alexey Shved,fractured rib (out for season)
2015/3/23,Knicks,,Travis Wear,sore lower back (out for season)
2015/3/23,Timberwolves,,Gary Neal,sprained left ankle (out for season)
2015/3/25,Nuggets,,Darrell Arthur,calf injury (out for season)
2015/3/27,Rockets,,Donatas Motiejunas,sore lower back (out for season)
2015/3/29,Heat,,Shabazz Napier,hip injury / sports hernia (out for season)
2015/3/30,Timberwolves,,Gorgui Dieng,concussion (out for season)
2015/3/31,Rockets,,Patrick Beverley,surgery on left wrist to repair torn ligaments (out for season)
2015/3/31,Thunder,,Kevin Durant,surgery on right foot to install bone graft (out for season)
2015/4/1,Heat,,Shabazz Napier,surgery to repair sports hernia (out for season)
2015/4/1,Pistons,,Spencer Dinwiddie,sprained left ankle (out for season)
2015/4/2,Blazers,,Dorell Wright,fractured left hand (out for season)
2015/4/2,Suns,,Alex Len,fractured nose (out for season)
2015/4/3,76ers,,Isaiah Canaan,sprained right foot (out for season)
2015/4/4,Hornets,,Al Jefferson,sore right knee (out for season)
2015/4/7,Suns,,Alex Len,fractured nose (out for season)
2015/4/8,Hawks,,Thabo Sefolosha,"fractured fibula, ligament damage in leg (out for season)"
2015/4/8,Hornets,,Lance Stephenson,sprained right toe (out for season)
2015/4/8,Kings,,Rudy Gay,concussion (out for season)
2015/4/8,Lakers,,Jeremy Lin,sore left knee (out for season)
2015/4/8,Timberwolves,,Nikola Pekovic,surgery on right Achilles (out for season)
2015/4/8,Nuggets,,Darrell Arthur,strained right calf (out for season)
2015/4/9,Rockets,,Donatas Motiejunas,surgery on back (out for season)
2015/4/10,76ers,,Luc Richard Mbah a Moute / Luc Mbah a Moute,sore/strained left shoulder (out for season)
2015/4/10,76ers,,Nerlens Noel,sprained right ankle (out for season)
2015/4/10,Blazers,,Arron Afflalo,strained right shoulder (out for season)
2015/4/12,Suns,,Brandan Wright,foot injury / sore left ankle (out for season)
2015/4/12,Suns,,Reggie Bullock,concussion (out for season)
2015/4/12,Thunder,,Perry Jones III,sprained left ankle (out for season)
2015/4/13,76ers,,Jason Richardson,sore left knee (out for season)
2015/4/13,Hornets,,P.J. Hairston,sprained right knee (out for season)
2015/4/13,Jazz,,Gordon Hayward,Achilles injury (out for season)
2015/4/13,Kings,,Reggie Evans,sprained right thumb (out for season)
2015/4/13,Lakers,,Wesley Johnson / Wes Johnson,sprained left ankle (out for season)
2015/4/13,Magic,,Evan Fournier,right hip injury (out for season)
2015/4/13,Timberwolves,,Ricky Rubio,exploratory surgery on left ankle (out for season)
2015/4/15,76ers,,Furkan Aldemir,plantar fasciitis in right foot (out for season)
2015/4/17,Hawks,,Thabo Sefolosha,surgery on right leg to repair fractured fibula and ligament damage (out for season)
2015/4/18,Rockets,,K.J. McDaniels,fractured right elbow (out for season)
2015/4/18,Suns,,Brandon Knight,arthroscopic surgery on left ankle (out indefinitely)
2015/4/22,Hornets,,Cody Zeller,surgery on right shoulder to repair torn tendon (out indefinitely)
2015/4/22,Mavericks,,Rajon Rondo,back injury (out for season)
2015/4/27,Blazers,,Chris Kaman,sprained left ankle (out for season)
2015/4/27,Cavaliers,,Kevin Love,separated left shoulder (out for season)
2015/4/28,Mavericks,,Richard Jefferson,back injury (out for season)
2015/4/29,Cavaliers,,Kevin Love,surgery on left shoulder to repair separation (out for season)
2015/5/1,Mavericks,,Chandler Parsons,arthroscopic surgery on right knee to repair cartilage damage (out for season)
2015/5/3,Warriors,,Ognjen Kuzmic / Ognen Kuzmic,ankle injury (out for season)
2015/5/6,Pelicans,,Quincy Pondexter,arthroscopic surgery on left knee (out indefinitely)
2015/5/8,Bulls,,Joakim Noah,fined $25K by NBA for pushing fan while walking to locker room
2015/5/18,Blazers,,LaMarcus Aldridge,surgery on left thumb to repair torn ligament (out indefinitely)
2015/5/23,Hawks,,Kyle Korver,sprained right ankle (out for season)
2015/5/23,Raptors,,Terrence Ross,surgery on left ankle to remove bone spurs (out indefinitely)
2015/5/27,Hawks,,Kyle Korver,surgery on right ankle to repair ligament damage (out indefinitely)
2015/5/28,Hawks,,Shelvin Mack,separated right shoulder (out for season)
2015/6/2,Kings,,Carl Landry,surgery on right wrist to repair torn ligament
2015/6/4,Hawks,,Shelvin Mack,surgery to repair separated right shoulder (out for season)
2015/6/5,Cavaliers,,Kyrie Irving,fractured left kneecap (out for season)
2015/6/6,Cavaliers,,Kyrie Irving,surgery on left knee to repair fractured kneecap (out indefinitely)
2015/6/16,Bulls,,Taj Gibson,surgery on left ankle (out for season)
2015/6/30,Hawks,,Kyle Korver,surgery on right elbow to remove loose bodies (out indefinitely)
2015/7/2,Cavaliers,,Timofey Mozgov,arthroscopic surgery on right knee (out indefinitely)
2015/7/9,Heat,,Tyler Johnson,fractured jaw (out indefinitely)
2015/7/11,76ers,,Joel Embiid,surgery on right foot to undergo bone graft (out for season) (date approximate)
2015/7/15,Nets,,Thomas Robinson,arthroscopic surgery on right knee to remove torn cartilage (out indefinitely)
2015/7/21,Wizards,,Jared Dudley,surgery on lower back (out indefinitely)
2015/8/6,Jazz,,Dante Exum,torn ACL in left knee (out indefinitely)
2015/8/19,76ers,,Joel Embiid,surgery on right foot to have 2 screws replaced and a bone graft (out for season) (P)
2015/8/20,Warriors,,Kevon Looney,surgery on right hip to repair torn labrum (out indefinitely)
2015/9/2,,,Glen Davis,surgery on left ankle to repair torn ligaments (out indefinitely)
2015/9/2,Grizzlies,,Jarell Martin,fractured left foot (surgery) (out indefinitely)
2015/9/3,,,Landry Fields,surgery on hip to repair torn labrum (out indefinitely)
2015/9/3,Jazz,,Dante Exum,surgery on left knee to repair torn ACL (out indefinitely)
2015/9/22,Pistons,,Darrun Hilliard,surgery to repair fractured nose (out indefinitely)
2015/9/25,Bulls,,Mike Dunleavy Jr.,surgery on back (out indefinitely)
2015/9/29,Cavaliers,,Iman Shumpert,right wrist injury (surgery) (out indefinitely)
2015/9/30,Bulls,,Derrick Rose,surgery to repair fractured left orbital bone (out indefinitely)
2015/10/1,Warriors,,Steve Kerr,took leave of absence as head coach recovering from surgery on back (out indefinitely)
2015/10/6,Hornets,,Michael Kidd-Gilchrist,surgery on right shoulder to repair torn labrum (out indefinitely)
2015/10/6,Pelicans,,Alexis Ajinca / Alex Ajinca,strained right hamstring (out indefinitely)
2015/10/8,Pelicans,,Omer Asik,strained right calf (out indefinitely)
2015/10/15,Nets,,Willie Reed,torn ligament in right thumb (surgery) (out indefinitely)
2015/10/20,Pelicans,,Tyreke Evans,arthroscopic surgery on right knee (out indefinitely)
2015/10/26,Wizards,,Martell Webster,hip injury (out for season)
2015/10/28,76ers,,Kendall Marshall,right knee injury (out indefinitely)
2015/10/29,Pistons,,Jodie Meeks,fractured right foot (out indefinitely)
2015/10/30,Pistons,,Jodie Meeks,surgery on right foot to repair fracture (date approximate)
2015/11/1,Rockets,,Terrence Jones,placed on IL with facial (eyelid) injury
2015/11/11,Blazers,,Meyers Leonard,dislocated left shoulder (out indefinitely)
2015/11/12,Pacers,,Myles Turner,chip fracture in left thumb (out indefinitely)
2015/11/16,Pacers,,Myles Turner,surgery on left thumb to repair chip fracture and torn ligament (out indefinitely)
2015/11/17,Nuggets,,Wilson Chandler,surgery on right hip to repair torn labrum (out for season)
2015/11/20,Wizards,,Martell Webster,surgery on right hip (out for season)
2015/11/21,Raptors,,Jonas Valanciunas,fractured left hand (out indefinitely)
2015/11/27,Pacers,,Myles Turner,recovering from surgery on left thumb to repair chip fracture and torn ligament (out indefinitely)
2015/11/30,Hornets,,Al Jefferson,strained left calf (out indefinitely)
2015/11/30,Nets,,Andrea Bargnani,sore hamstring
2015/12/2,Jazz,,Rudy Gobert,sprained MCL in left knee (out indefinitely)
2015/12/3,Kings,,Willie Cauley-Stein,dislocated right index finger (out indefinitely)
2015/12/3,Pistons,,Aron Baynes,surgery to repair fractured nose (did not miss any games)
2015/12/9,Nets,,Rondae Hollis-Jefferson,surgery on right ankle to repair fractured bone (out indefinitely)
2015/12/15,Bucks,,Greivis Vasquez,surgery on right ankle to remove bone spur and loose bodies (out indefinitely)
2015/12/16,Grizzlies,,Brandan Wright,surgery on right knee (date approximate)
2015/12/16,Kings,,Eric Moreland,fractured left foot (surgery) (out indefinitely)
2015/12/20,Bucks,,Jason Kidd,surgery on hip (out indefinitely)
2015/12/26,Suns,,Eric Bledsoe,sprained left knee (out for season)
2015/12/26,Grizzlies,,Jordan Adams,sore right knee (out for season)
2015/12/27,Jazz,,Alec Burks,fractured fibula in left leg (out indefinitely)
2015/12/29,Jazz,,Alec Burks,surgery on left leg to repair fractured fibula (date approximate)
2015/12/29,Suns,,Eric Bledsoe,surgery on left knee to repair torn meniscus (out for season)
2015/12/30,Hornets,,Al Jefferson,torn lateral meniscus in right knee (out indefinitely)
2015/12/31,Hornets,,Al Jefferson,surgery on right knee to repair torn lateral meniscus (out indefinitely)
2016/1/3,Nets,,Jarrett Jack,torn ACL in right knee (out for season)
2016/1/6,Raptors,,DeMarre Carroll,arthroscopic surgery on right knee (out indefinitely)
2016/1/11,Pelicans,,Quincy Pondexter,surgery on left knee to repair cartilage damage (out for season)
2016/1/12,Magic,,Joe Harris,surgery on right foot (out indefinitely) (P- error?)
2016/1/13,Nets,,Jarrett Jack,surgery on right knee to repair torn ligament (out for season)
2016/1/15,Bulls,,Joakim Noah,separated left shoulder (out for season)
2016/1/15,Suns,,Ronnie Price,surgery on right big toe to remove loose bodies (out indefinitely)
2016/1/19,Bulls,,Joakim Noah,surgery on left shoulder to repair separation (out for season)
2016/1/20,Pelicans,,Eric Gordon,surgery to repair fractured right ring finger (out indefinitely)
2016/1/21,Suns,,P.J. Tucker,bruised chest (left game)
2016/1/22,Celtics,,Jordan Mickey,ankle injury (already on IL)
2016/1/22,Warriors,Steve Kerr,,returned as head coach
2016/1/25,Bucks,Jason Kidd,,returned as head coach
2016/1/26,Clippers,,Blake Griffin,fractured right hand (off court injury) (out indefinitely)
2016/1/27,Bulls,,Nikola Mirotic,surgery to remove appendix (out indefinitely)
2016/1/28,Pelicans,,Tyreke Evans,right knee injury (out for season)
2016/1/31,Suns,,T.J. Warren,fractured right foot (out for season)
2016/2/3,Heat,,Tyler Johnson,surgery on left shoulder (out indefinitely)
2016/2/4,Spurs,,Emanuel Ginobili / Manu Ginobili,surgery to repair testicle injury (out indefinitely)
2016/2/8,Grizzlies,,Marc Gasol,fractured right foot (out for season)
2016/2/8,Warriors,,Festus Ezeli,surgery on left knee to remove loose bodies (out indefinitely)
2016/2/11,Hornets,,Michael Kidd-Gilchrist,torn labrum in right shoulder (out for season)
2016/2/11,Pelicans,,Tyreke Evans,surgery on right knee (out for season)
2016/2/16,Hawks,,Tiago Splitter,surgery on right hip (out for season) (date approximate)
2016/2/23,Grizzlies,,Marc Gasol,surgery on right foot to repair fracture (out for season)
2016/2/24,Heat,,Beno Udrih,surgery on right foot to repair torn plantar plate (out for season) (date approximate)
2016/2/25,Pelicans,,Bryce Dejean-Jones,fractured right wrist (surgery) (out for season)
2016/2/28,Bucks,,Steve Novak,sprained MCL in left knee (out for season)
2016/3/5,Lakers,,Anthony Brown,stress reaction in right foot (out for season)
2016/3/7,Bucks,,Michael Carter-Williams,torn labrum in left hip (out for season)
2016/3/7,Grizzlies,,Mike Conley Jr.,left Achilles tendinitis (out for season)
2016/3/7,Pelicans,,Eric Gordon,fractured right ring finger (out for season)
2016/3/8,Knicks,,Lance Thomas,sprained MCL in left knee (out for season)
2016/3/8,Pelicans,,Eric Gordon,surgery to repair fractured right ring finger (out for season)
2016/3/9,Bucks,,Michael Carter-Williams,recovering from surgery on left hip to repair torn labrum (out for season)
2016/3/9,Grizzlies,,Mario Chalmers,ruptured right Achilles tendon (out for season)
2016/3/9,Pelicans,,Norris Cole (a),lower back injury (out for season)
2016/3/10,Bucks,,Michael Carter-Williams,surgery on left hip to repair torn labrum (out for season)
2016/3/10,Bucks,,O.J. Mayo,fractured right ankle (out for season)
2016/3/12,Rockets,,Sam Dekker,sore back (out for season)
2016/3/16,Blazers,,Meyers Leonard,dislocated left shoulder (out for season)
2016/3/17,Knicks,,Tony Wroten Jr.,knee injury (out for season)
2016/3/17,Mavericks,,Jeremy Evans,arthroscopic surgery on right shoulder to repair torn labrum (out for season)
2016/3/18,Mavericks,,Chandler Parsons,sore right knee (out for season)
2016/3/19,Pelicans,,Anthony Davis,left knee injury and torn labrum in left shoulder (out for season)
2016/3/20,Pelicans,,Ryan Anderson,left groin injury / sports hernia (out for season)
2016/3/22,76ers,,Jahlil Okafor,arthroscopic surgery on right knee to repair torn meniscus (out for season)
2016/3/23,Bucks,,Steve Novak,sprained MCL in left knee (out for season) (P)
2016/3/24,Pelicans,,Anthony Davis,surgery on left knee (out for season)
2016/3/25,Mavericks,,Chandler Parsons,surgery on right knee to repair medial meniscus (out for season)
2016/3/25,Warriors,,Kevon Looney,right hip injury (out for season)
2016/3/27,76ers,,Richaun Holmes,strained right Achilles tendon (out for season)
2016/3/27,Kings,,Marco Belinelli,sore right foot (out for season)
2016/3/29,Pelicans,,Alonzo Gee,torn right quadricep (out for season)
2016/3/29,Pelicans,,Jrue Holiday,fractured right interior orbital wall (out for season)
2016/3/30,Knicks,,Jose Calderon,bruised right quadriceps (out for season)
